,AWND,AWND_ATTRIBUTES,DATE,ELEVATION,FMTM,FMTM_ATTRIBUTES,LATITUDE,LONGITUDE,NAME,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,STATION,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT22,WT22_ATTRIBUTES
3308,13.87,",,W",2007-11-06,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0949,",,W",0.75,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,53,",,W",37,",,W",,,  170,",,W",  180,",,W",23.0,",,W",35.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3309,12.53,",,W",2007-11-07,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1000,",,W",0.00,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,50,",,W",32,",,W",,,  290,",,W",  300,",,W",21.9,",,W",28.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3310,8.28,",,W",2007-11-08,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1008,",,W",0.00,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,42,",,W",28,",,W",,,  300,",,W",  320,",,W",14.1,",,W",21.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3311,7.61,",,W",2007-11-09,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 2013,",,W",0.09,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,45,",,W",32,",,W",,,   50,",,W",   50,",,W",15.0,",,W",19.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3312,11.41,",,W",2007-11-10,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1028,",,W",0.05,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,39,",,W",28,",,W",,,   20,",,W",   20,",,W",19.9,",,W",30.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3313,10.51,",,W",2007-11-11,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1546,",,W",0.00,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,42,",,W",24,",,W",,,  320,",,W",  300,",,W",17.0,",,W",21.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3314,9.40,",,W",2007-11-12,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 2352,",,W",0.02,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,43,",,W",27,",,W",,,  180,",,W",  170,",,W",19.9,",,W",23.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3315,11.63,",,W",2007-11-13,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0259,",,W",0.33,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,55,",,W",43,",,W",,,  210,",,W",  210,",,W",19.9,",,W",25.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3316,17.22,",,W",2007-11-14,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1344,",,W",0.00,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,58,",,W",42,",,W",,,  200,",,W",  180,",,W",29.1,",,W",38.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3317,19.24,",,W",2007-11-15,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1132,",,W",0.41,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,64,",,W",40,",,W",,,  180,",,W",  180,",,W",32.0,",,W",42.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3318,17.90,",,W",2007-11-16,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1155,",,W",0.31,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,44,",,W",30,",,W",,,  290,",,W",  290,",,W",36.0,",,W",48.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3319,15.21,",,W",2007-11-17,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1236,",,W",0.00,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,40,",,W",28,",,W",,,  270,",,W",  260,",,W",25.9,",,W",36.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3320,8.50,",,W",2007-11-18,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 2356,",,W",0.00,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,42,",,W",29,",,W",,,   70,",,W",   70,",,W",15.0,",,W",21.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3321,9.17,",,W",2007-11-19,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1003,",,W",0.01,",,W,2400",,,0.1,",,W,",0.0,",,W,",USW00014753,,,37,",,W",30,",,W",,,   10,",,W",   30,",,W",16.1,",,W",25.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3322,9.17,",,W",2007-11-20,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1725,",,W",0.09,",,W,2400",,,0.7,",,W,",0.0,"T,,W,",USW00014753,,,38,",,W",30,",,W",,,  150,",,W",  160,",,W",15.0,",,W",18.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3323,6.71,",,W",2007-11-21,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 2318,",,W",0.01,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,49,",,W",32,",,W",,,  160,",,W",  170,",,W",15.0,",,W",18.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3324,15.43,",,W",2007-11-22,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 2221,",,W",0.01,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,64,",,W",40,",,W",,,  280,",,W",  280,",,W",25.1,",,W",36.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3325,14.32,",,W",2007-11-23,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0127,",,W",0.00,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,40,",,W",23,",,W",,,  290,",,W",  290,",,W",23.9,",,W",35.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3326,9.17,",,W",2007-11-24,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0032,",,W",0.00,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,32,",,W",17,",,W",,,  310,",,W",  310,",,W",21.0,",,W",25.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3327,13.42,",,W",2007-11-25,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1810,",,W",0.00,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,47,",,W",28,",,W",,,  210,",,W",  200,",,W",18.1,",,W",25.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3328,13.20,",,W",2007-11-26,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 2345,",,W",0.23,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,58,",,W",36,",,W",,,  190,",,W",  190,",,W",31.1,",,W",44.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3329,20.80,",,W",2007-11-27,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0244,",,W",0.04,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,62,",,W",38,",,W",,,  220,",,W",  210,",,W",35.1,",,W",46.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3330,10.96,",,W",2007-11-28,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0215,",,W",0.00,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,43,",,W",31,",,W",,,  280,",,W",  300,",,W",25.9,",,W",33.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3331,16.11,",,W",2007-11-29,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1005,",,W",0.00,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,48,",,W",34,",,W",,,  210,",,W",  190,",,W",29.1,",,W",38.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3332,15.21,",,W",2007-11-30,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0200,",,W",0.00,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,39,",,W",31,",,W",,,  290,",,W",  280,",,W",28.0,",,W",36.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3333,18.57,",,W",2007-12-01,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0941,",,W",0.00,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,34,",,W",14,",,W",,,  310,",,W",  310,",,W",38.9,",,W",55.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3334,7.61,",,W",2007-12-02,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0007,",,W",0.03,",,W,2400",,,0.3,",,W,",0.0,",,W,",USW00014753,,,25,",,W",15,",,W",,,  310,",,W",  310,",,W",19.9,",,W",25.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3335,17.22,",,W",2007-12-03,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1937,",,W",0.62,",,W,2400",,,1.7,",,W,",1.2,",,W,",USW00014753,,,38,",,W",23,",,W",,,  290,",,W",  280,",,W",33.1,",,W",45.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3336,19.24,",,W",2007-12-04,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0115,",,W",0.00,",,W,2400",,,0.0,"T,,W,",1.2,",,W,",USW00014753,,,27,",,W",18,",,W",,,  280,",,W",  280,",,W",36.0,",,W",47.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337,9.84,",,W",2007-12-05,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 2324,",,W",0.00,",,W,2400",,,0.0,"T,,W,",1.2,",,W,",USW00014753,,,29,",,W",18,",,W",,,  310,",,W",  300,",,W",15.0,",,W",21.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3338,12.08,",,W",2007-12-06,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0646,",,W",0.00,",,W,2400",,,0.0,",,W,",1.2,",,W,",USW00014753,,,28,",,W",15,",,W",,,  310,",,W",  320,",,W",23.0,",,W",30.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3339,10.51,",,W",2007-12-07,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1745,",,W",0.07,",,W,2400",,,0.7,",,W,",1.2,",,W,",USW00014753,,,34,",,W",21,",,W",,,  250,",,W",  230,",,W",16.1,",,W",23.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3340,11.18,",,W",2007-12-08,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1813,",,W",0.00,",,W,2400",,,0.0,",,W,",2.0,",,W,",USW00014753,,,41,",,W",26,",,W",,,  270,",,W",  280,",,W",21.9,",,W",30.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341,5.82,",,W",2007-12-09,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0036,",,W",0.08,",,W,2400",,,0.0,"T,,W,",1.2,",,W,",USW00014753,,,33,",,W",25,",,W",,,  320,",,W",  340,",,W",12.1,",,W",14.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3342,5.82,",,W",2007-12-10,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0935,",,W",0.10,",,W,2400",,,0.0,",,W,",1.2,",,W,",USW00014753,,,30,",,W",26,",,W",,,   20,",,W",   30,",,W",12.1,",,W",16.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3343,9.40,",,W",2007-12-11,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1951,",,W",0.10,",,W,2400",,,0.0,"T,,W,",1.2,",,W,",USW00014753,,,36,",,W",23,",,W",,,  190,",,W",  190,",,W",21.0,",,W",25.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3344,15.43,",,W",2007-12-12,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1334,",,W",0.00,",,W,2400",,,0.0,",,W,",1.2,",,W,",USW00014753,,,45,",,W",28,",,W",,,  290,",,W",  270,",,W",25.9,",,W",38.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3345,8.28,",,W",2007-12-13,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 2133,",,W",1.08,",,W,2400",,,9.2,",,W,",0.0,"T,,W,",USW00014753,,,29,",,W",20,",,W",,,   80,",,W",   70,",,W",17.0,",,W",23.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3346,11.63,",,W",2007-12-14,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 2154,",,W",0.02,",,W,2400",,,0.2,",,W,",9.1,",,W,",USW00014753,,,37,",,W",20,",,W",,,  270,",,W",  270,",,W",21.0,",,W",25.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3347,9.62,",,W",2007-12-15,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0657,",,W",0.00,",,W,2400",,,0.0,",,W,",9.1,",,W,",USW00014753,,,28,",,W",15,",,W",,,  320,",,W",  320,",,W",21.0,",,W",30.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3348,20.13,",,W",2007-12-16,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1332,",,W",1.62,",,W,2400",,,8.5,",,W,",11.8,",,W,",USW00014753,,,42,",,W",23,",,W",,,   80,",,W",   60,",,W",36.9,",,W",53.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3349,22.82,",,W",2007-12-17,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0321,",,W",0.00,",,W,2400",,,0.0,",,W,",11.8,",,W,",USW00014753,,,33,",,W",15,",,W",,,  280,",,W",  280,",,W",47.0,",,W",62.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3350,9.84,",,W",2007-12-18,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0010,",,W",0.00,",,W,2400",,,0.0,",,W,",11.0,",,W,",USW00014753,,,30,",,W",11,",,W",,,  290,",,W",  280,",,W",17.0,",,W",21.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3351,8.50,",,W",2007-12-19,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1942,",,W",0.04,",,W,2400",,,0.0,",,W,",9.8,",,W,",USW00014753,,,37,",,W",24,",,W",,,  110,",,W",  100,",,W",13.0,",,W",16.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3352,0.00,",,W",2007-12-20,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0629,",,W",0.90,",,W,2400",,,7.4,",,W,",11.0,",,W,",USW00014753,,,33,",,W",26,",,W",,,  340,",,W",  340,",,W",16.1,",,W",23.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3353,9.40,",,W",2007-12-21,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US",,,0.03,",,W,2400",,,0.2,",,W,",18.1,",,W,",USW00014753,,,28,",,W",22,",,W",,,  360,",,W",  360,",,W",17.0,",,W",25.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3354,8.05,",,W",2007-12-22,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US",,,0.00,",,W,2400",,,0.0,",,W,",16.9,",,W,",USW00014753,,,34,",,W",23,",,W",,,  120,",,W",  120,",,W",16.1,",,W",21.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3355,20.58,",,W",2007-12-23,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US",,,0.64,",,W,2400",,,0.0,",,W,",14.2,",,W,",USW00014753,,,54,",,W",33,",,W",,,  160,",,W",  140,",,W",50.1,",,W",65.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3356,13.20,",,W",2007-12-24,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US",,,0.01,",,W,2400",,,0.0,",,W,",3.1,",,W,",USW00014753,,,53,",,W",32,",,W",,,  180,",,W",  180,",,W",42.1,",,W",50.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3357,13.20,",,W",2007-12-25,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US",,,0.00,",,W,2400",,,0.0,",,W,",2.0,",,W,",USW00014753,,,40,",,W",29,",,W",,,  250,",,W",  250,",,W",25.1,",,W",32.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3358,8.05,",,W",2007-12-26,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 2335,",,W",0.22,",,W,2400",,,0.0,",,W,",2.0,",,W,",USW00014753,,,38,",,W",26,",,W",,,   50,",,W",   50,",,W",17.0,",,W",25.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3359,10.51,",,W",2007-12-27,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0314,",,W",0.58,",,W,2400",,,0.0,"T,,W,",1.2,",,W,",USW00014753,,,36,",,W",31,",,W",,,   40,",,W",   60,",,W",23.0,",,W",36.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3360,11.18,",,W",2007-12-28,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0642,",,W",0.00,",,W,2400",,,0.0,",,W,",0.0,"T,,W,",USW00014753,,,44,",,W",31,",,W",,,  260,",,W",  260,",,W",19.9,",,W",25.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3361,12.97,",,W",2007-12-29,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0725,",,W",0.13,",,W,2400",,,0.0,",,W,",0.0,"T,,W,",USW00014753,,,45,",,W",33,",,W",,,  170,",,W",  170,",,W",23.9,",,W",31.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3362,9.40,",,W",2007-12-30,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0042,",,W",0.09,",,W,2400",,,0.7,",,W,",0.0,"T,,W,",USW00014753,,,40,",,W",30,",,W",,,  270,",,W",  270,",,W",18.1,",,W",23.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3363,13.65,",,W",2007-12-31,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1417,",,W",0.58,",,W,2400",,,0.8,",,W,",1.2,",,W,",USW00014753,,,37,",,W",29,",,W",,,  270,",,W",  270,",,W",32.0,",,W",44.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3364,11.41,",,W",2008-01-01,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1037,",,W",0.24,",,W,2400",,,1.8,",,W,",1.2,",,W,",USW00014753,,,38,",,W",28,",,W",,,  100,",,W",  110,",,W",21.0,",,W",29.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3365,15.88,",,W",2008-01-02,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 2058,",,W",0.00,",,W,2400",,,0.0,"T,,W,",2.0,",,W,",USW00014753,,,29,",,W",6,",,W",,,  320,",,W",  310,",,W",30.0,",,W",40.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3366,16.33,",,W",2008-01-03,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0137,",,W",0.00,",,W,2400",,,0.0,",,W,",1.2,",,W,",USW00014753,,,11,",,W",2,",,W",,,  320,",,W",  320,",,W",25.1,",,W",35.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3367,12.08,",,W",2008-01-04,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1001,",,W",0.00,",,W,2400",,,0.0,",,W,",1.2,",,W,",USW00014753,,,29,",,W",2,",,W",,,  230,",,W",  230,",,W",23.0,",,W",29.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3368,11.41,",,W",2008-01-05,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 2314,",,W",0.00,",,W,2400",,,0.0,",,W,",1.2,",,W,",USW00014753,,,38,",,W",24,",,W",,,  220,",,W",  220,",,W",21.0,",,W",25.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3369,11.63,",,W",2008-01-06,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0011,",,W",0.00,",,W,2400",,,0.0,",,W,",1.2,",,W,",USW00014753,,,47,",,W",35,",,W",,,  230,",,W",  230,",,W",21.0,",,W",25.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370,15.43,",,W",2008-01-07,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0958,",,W",0.00,",,W,2400",,,0.0,",,W,",1.2,",,W,",USW00014753,,,54,",,W",39,",,W",,,  190,",,W",  180,",,W",21.9,",,W",28.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371,17.67,",,W",2008-01-08,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 2337,",,W",0.00,",,W,2400",,,0.0,",,W,",0.0,"T,,W,",USW00014753,,,65,",,W",46,",,W",,,  200,",,W",  200,",,W",28.0,",,W",36.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372,23.26,",,W",2008-01-09,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1510,",,W",0.01,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,59,",,W",42,",,W",,,  200,",,W",  290,",,W",35.1,",,W",47.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373,12.08,",,W",2008-01-10,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0018,",,W",0.00,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,47,",,W",35,",,W",,,  270,",,W",  280,",,W",25.1,",,W",32.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3374,14.54,",,W",2008-01-11,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1554,",,W",1.58,",,W,2400",,,0.0,"T,,W,",0.0,",,W,",USW00014753,,,55,",,W",35,",,W",,,  190,",,W",  200,",,W",35.1,",,W",47.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3375,11.41,",,W",2008-01-12,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1203,",,W",0.00,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,47,",,W",32,",,W",,,  280,",,W",  290,",,W",18.1,",,W",25.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3376,12.08,",,W",2008-01-13,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 2305,",,W",0.00,",,W,2400",,,0.0,",,W,",0.0,",,W,",USW00014753,,,42,",,W",30,",,W",,,   80,",,W",   70,",,W",21.9,",,W",31.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3377,14.99,",,W",2008-01-14,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0754,",,W",1.45,",,W,2400",,,10.3,",,W,",5.9,",,W,",USW00014753,,,36,",,W",24,",,W",,,   40,",,W",   30,",,W",27.1,",,W",36.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3378,8.72,",,W",2008-01-15,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 2323,",,W",0.00,",,W,2400",,,0.0,"T,,W,",9.1,",,W,",USW00014753,,,30,",,W",21,",,W",,,  330,",,W",  330,",,W",16.1,",,W",23.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3379,13.42,",,W",2008-01-16,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1127,",,W",0.00,",,W,2400",,,0.0,",,W,",9.1,",,W,",USW00014753,,,30,",,W",17,",,W",,,  320,",,W",  330,",,W",19.9,",,W",25.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3380,8.72,",,W",2008-01-17,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 2158,",,W",0.00,",,W,2400",,,0.0,"T,,W,",7.9,",,W,",USW00014753,,,31,",,W",17,",,W",,,  140,",,W",  130,",,W",15.0,",,W",18.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3381,15.88,",,W",2008-01-18,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0942,",,W",0.39,",,W,2400",,,0.2,",,W,",7.1,",,W,",USW00014753,,,44,",,W",28,",,W",,,  280,",,W",  280,",,W",31.1,",,W",38.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3382,10.51,",,W",2008-01-19,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0054,",,W",0.00,",,W,2400",,,0.0,",,W,",3.9,",,W,",USW00014753,,,32,",,W",24,",,W",,,  220,",,W",  280,",,W",17.0,",,W",23.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3383,15.66,",,W",2008-01-20,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 0939,",,W",0.00,",,W,2400",,,0.0,",,W,",3.1,",,W,",USW00014753,,,29,",,W",13,",,W",,,  310,",,W",  310,",,W",25.1,",,W",36.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384,13.65,",,W",2008-01-21,190.5,,,42.2123,-71.1137,"BLUE HILL LCD, MA US", 1239,",,W",0.00,",,W,2400",,,0.0,",,W,",3.1,",,W,",USW00014753,,,20,",,W",10,",,W",,,  280,",,W",  280,",,W",25.9,",,W",32.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
